timestamp,memory_usage
2025-03-13 03:05:50,4260.59375
2025-03-13 03:05:50,10.15625
2025-03-13 03:05:50,1204.23828125
2025-03-13 03:05:50,8.15625
2025-03-13 03:05:50,19.30078125
2025-03-13 03:05:50,7.76171875
2025-03-13 03:05:50,0.6171875
2025-03-13 03:05:50,1.6953125
2025-03-13 03:05:50,3.51171875
2025-03-13 03:05:50,24.12109375
2025-03-13 03:05:50,76.62890625
2025-03-13 03:05:50,0.48046875
2025-03-13 03:05:50,9.9375
2025-03-13 03:05:50,5.66015625
2025-03-13 03:05:50,4.71875
2025-03-13 03:05:50,0.1640625
2025-03-13 03:05:50,95.296875
2025-03-13 03:05:50,119.1796875
2025-03-13 03:05:50,0.0
2025-03-13 03:05:50,6.8984375
2025-03-13 03:05:50,11.31640625
2025-03-13 03:05:50,1.3125
2025-03-13 03:05:50,423.29296875
2025-03-13 03:05:50,7.5546875
2025-03-13 03:05:50,1.8828125
2025-03-13 03:05:50,4.0859375
2025-03-13 03:05:50,0.6796875
2025-03-13 03:05:50,74.1328125
2025-03-13 03:05:50,0.0
2025-03-13 03:05:50,0.0078125
2025-03-13 03:05:50,1.39453125
2025-03-13 03:05:50,0.0
2025-03-13 03:05:50,0.21875
2025-03-13 03:05:50,0.08984375
2025-03-13 03:05:50,1.140625
2025-03-13 03:05:50,30.92578125
2025-03-13 03:05:50,3.56640625
2025-03-13 03:05:50,1.453125
2025-03-13 03:05:50,12.2265625
2025-03-13 03:05:50,1.54296875
2025-03-13 03:05:50,50.40625
2025-03-13 03:05:50,0.0
2025-03-13 03:05:50,9.3203125
2025-03-13 03:05:50,10.9609375
2025-03-13 03:05:50,3.671875
2025-03-13 03:05:50,5.9140625
2025-03-13 03:05:50,3166.91796875
2025-03-13 03:05:50,2769.63671875
2025-03-13 03:05:50,8.03125
2025-03-13 03:05:50,2761.75390625
2025-03-13 03:05:50,1814.22265625
2025-03-13 03:05:50,2.40234375
2025-03-13 03:05:50,72.79296875
2025-03-13 03:05:50,16.984375
2025-03-13 03:05:50,1.03125
2025-03-13 03:05:50,78.5390625
2025-03-13 03:05:50,12.515625
2025-03-13 03:05:50,12.48046875
2025-03-13 03:05:50,0.00390625
2025-03-13 03:05:50,0.7890625
2025-03-13 03:05:50,8.80078125
2025-03-13 03:05:50,8.8828125
2025-03-13 03:05:50,25.6328125
2025-03-13 03:05:50,0.95703125
2025-03-13 03:05:50,3.83203125
2025-03-13 03:05:50,0.65234375
2025-03-13 03:05:50,0.00390625
2025-03-13 03:05:50,1466.33203125
2025-03-13 03:05:50,14.9140625
2025-03-13 03:05:50,12.3359375
2025-03-13 03:05:50,10.25390625
2025-03-13 03:05:50,24.88671875
2025-03-13 03:05:50,24.8515625
2025-03-13 03:05:50,3.55078125
2025-03-13 03:05:50,915.48828125
2025-03-13 03:05:50,102.8828125
2025-03-13 03:05:50,1.1171875
2025-03-13 03:05:50,1.46875
2025-03-13 03:05:50,6.09765625
2025-03-13 03:05:50,0.98046875
2025-03-13 03:05:50,1.359375
2025-03-13 03:05:50,0.9140625
2025-03-13 03:05:50,1.0078125
2025-03-13 03:05:50,2.66015625
2025-03-13 03:05:50,24.03515625
2025-03-13 03:05:50,0.90625
2025-03-13 03:05:50,5.671875
2025-03-13 03:05:50,1.73828125
2025-03-13 03:05:50,5.6484375
2025-03-13 03:05:50,5.5859375
2025-03-13 03:05:50,6.55859375
2025-03-13 03:05:50,6.66015625
2025-03-13 03:05:50,4.21484375
2025-03-13 03:05:50,0.99609375
2025-03-13 03:05:50,0.8125
2025-03-13 03:05:50,2.5859375
2025-03-13 03:05:50,1.265625
2025-03-13 03:05:50,1.5546875
2025-03-13 03:05:50,6.11328125
2025-03-13 03:05:50,32.59375
2025-03-13 03:05:50,273.39453125
2025-03-13 03:05:50,2.75
2025-03-13 03:05:50,4.56640625
2025-03-13 03:05:50,5.59375
2025-03-13 03:05:50,390.6796875
2025-03-13 03:05:50,4.70703125
2025-03-13 03:05:50,4.296875
2025-03-13 03:05:50,1.421875
2025-03-13 03:05:50,0.7578125
